connectionTime_decimal,chargingDuration,kWhDelivered,dayIndicator
15.332909706385474,2.301191251259465,11.469550603066137,1
16.811495225251907,4.941773986023939,3.611694532965148,1
21.151695720675608,3.567172874504924,14.455705560077629,1
14.988553586396588,3.0893713553018096,5.985329927453539,1
15.078276474244134,0.14504673131022305,1.2744577379463273,1
1.374939256773223,1.0199914783023885,7.327850034578359,1
16.680560532196413,0.8757625140275681,6.760685025503115,1
18.731513885607974,1.2469236883324055,4.272613187133201,1
17.35636593763844,5.696374664290063,11.462980199189545,1
14.659114908071452,5.727055524862509,5.936733769928216,1
15.797379065420907,1.7656134028012667,11.969195206283075,1
16.049130343179733,1.1710008727045342,6.029379607040125,1
15.325764497701988,1.4423648962879567,3.818901745695476,1
18.06449705052845,7.4780836730714935,13.858877694119204,1
15.824750960812352,5.345466892645124,12.782785877931028,1
14.771420689330604,2.1674299472906604,3.3602473905111685,1
16.128261974983175,6.46135492764463,13.945058017394585,1
17.012434267490182,4.699164918337022,13.857407201685088,1
18.26721077949304,3.226808040875792,7.84751663091034,1
14.634079914938356,9.164410704919272,25.484959162538345,1
17.970135594361295,8.640064773594803,13.39859195846401,1
14.602872168801822,4.038319877122309,14.009795553493511,1
15.10392734612712,1.0331831540355738,9.027711079604938,1
15.918213293781513,4.6664960814378595,9.179544209936239,1
16.660320691844017,2.271950613984178,7.225025780518026,1
3.8982321782620546,0.2591030241786252,3.162203215502629,1
16.21475125768314,2.7985119543496397,10.30634257998417,1
15.924727476514036,6.549111181142454,10.896666315135313,1
17.555943345394887,0.953978137608935,7.135406469974914,1
23.684329334357766,1.473338592228711,1.9047278355809678,1
17.721801617025676,6.664384599037236,13.180917490111797,1
15.738242613184445,7.202148529015598,14.2034881667818,1
17.201305114553925,5.450736554520636,14.313288094876842,1
15.751051076505856,4.614477222004913,13.689497980276824,1
0.2517880208156107,1.175528706363325,5.253113651374737,1
17.84439167522911,5.1781330298596915,14.297197890234868,1
14.375363722153784,2.083395077171061,10.857326456904856,1
15.891552165357655,2.265563587325851,7.0172979249393785,1
16.375309709053898,6.922189707823601,13.429544599570342,1
16.61148465328419,5.431377037622904,15.966595344187835,1
12.485625842872164,0.8682603794185452,5.417817795692596,1
16.51088494708529,4.290549239295994,13.221898812398813,1
0.667009498917154,0.28542917954465774,2.257678165124419,1
16.405430079522127,3.0597221262586936,22.512740078403453,2
15.349107220823337,3.791235172921259,14.050593033552826,2
16.43641437758614,1.745049345989078,0.5202149963220011,2
13.755451561474231,0.33104074113603,5.337039222742977,2
10.311064312542811,0.3515102476358634,3.402251382821084,2
14.362315386383969,3.0908920930149457,18.845906328221375,2
20.42366048622992,1.7005634809651788,5.734829985355617,2
15.954308454155441,5.215001168517883,14.66267172130417,2
15.022558461950581,4.876675660364693,12.560492320771635,2
15.422680905665501,1.9737142805154129,5.092266966219222,2
16.30987159817865,12.279397305033095,10.369744336535389,2
20.55285120532649,1.5115054850248557,6.388315976553871,2
15.819156352839824,2.9203744477061058,11.849182104210328,2
13.485290949518092,0.999990123231187,6.4898705248582464,2
18.343771361791177,1.7603203171330841,4.389199026378726,2
17.131125124041564,3.3290703010220084,10.477174388110212,2
16.087359295029845,6.795700481728721,13.774102756890425,2
1.9075611019372674,1.061095304937933,5.215138552495537,2
17.169414240391827,5.9634350617510465,10.456743998773963,2
15.952216329648849,2.7196201255508394,6.509786397797797,2
16.59654693478213,9.013734795621342,13.416231133577487,2
15.45458601774138,1.5478435801223485,11.369252176253475,2
17.499304758874768,1.914628280040256,6.177787963188491,2
16.663297278542665,3.2647679819926894,13.850769551196986,2
13.483896819212305,0.9798503839076882,6.149120292502316,2
15.193513962878516,6.28915313665669,14.253897471256352,2
13.748695932845758,4.658295746581638,4.4367956410261655,2
16.010667701333425,1.5153291958896213,5.757463063052653,2
15.550554346357785,3.6477031234651847,10.714802863260816,2
16.679790634228702,10.490931028973248,24.956464706619165,2
17.468698311422507,7.317522175616679,13.4950919355987,2
21.267871909598455,19.245877649348444,8.677972779557216,2
15.249944591897588,2.074867347252001,3.6397018588944543,2
15.609131486851899,5.385115396198548,4.364405016417021,2
16.529296262558976,2.107640559679343,17.762322446516745,2
21.544213806519377,1.177222997531787,7.053128245386489,2
14.517349885430896,0.9275419492270325,4.843438882792506,2
15.7170282665248,6.398933971618131,14.421623780379129,2
16.698773085124298,10.29828933275012,15.01607887975328,2
14.611743701842721,1.7553710492565222,4.1508074894124904,2
17.30724313486044,2.917680395513688,14.05136371451838,2
16.316069596517206,5.093948998013035,14.063577337823414,2
14.467437972098834,1.5109010285437077,4.4868499939540545,2
14.62323666751136,3.8824155662128126,4.782831949776355,2
17.098389981416986,1.7487545608810833,11.974621435129636,2
16.069157059273056,3.7436787564189857,8.91925792642221,2
15.636011349990499,1.084462827615528,1.349456302671728,2
13.690924608901165,2.2336857713933043,5.946466644528574,2
16.02531496289647,6.416445977606678,11.813183759573507,2
15.190788648382444,1.0347373452571444,1.279443995219699,2
19.648025811131777,1.426135587553136,2.7143014363673568,2
17.006215395535254,5.6207743899884015,14.80274821904148,2
15.592431791670759,3.428242684521162,8.900051601910622,2
16.100704113456256,8.556465144392934,13.327245323644076,2
16.29628466624577,5.761695993985672,13.601272841861018,2
17.522422367498596,1.79861678372037,5.740996927926922,2
16.941720277775936,1.6306025767506176,11.325161810071817,2
14.011177072957178,3.6876618455263124,4.315765544646654,2
17.46999981506263,5.390963836757287,11.983478703944092,2
16.976440738686104,3.7219675181783907,7.658029514977661,2
14.321511998738485,1.4326590584450924,13.154639433299796,3
16.129946241686557,6.606390285990742,12.982356725437404,3
0.9561840139680209,2.3301770137707534,12.8385349969748,3
16.36945451013814,7.468699526302045,13.50726563277605,3
21.144045820104704,6.442494247318806,11.310462749981228,3
21.006808220244427,3.6097249285871555,17.241261262124315,3
15.298470691637691,5.246696483918825,11.646707870039537,3
